filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,label
Signal,-337.8840026855469,126.75325012207031,69.80362701416016,38.39262390136719,19.705638885498047,14.198488235473633,6.782319068908691,5.320419788360596,0.7106308937072754,-1.7252007722854614,-2.946195125579834,-4.385197162628174,-2.42492938041687,-3.02002215385437,-4.78298807144165,-6.039214134216309,-6.391043186187744,-6.7647175788879395,-7.755748271942139,-6.5810747146606445,-7.44081449508667,-6.097928047180176,-5.7006683349609375,-4.6493353843688965,-3.955864191055298,-3.8685460090637207,-3.46952748298645,-2.2809553146362305,-2.8012592792510986,-3.045661687850952,-3.53615665435791,-2.8168466091156006,-3.006063222885132,-2.0596656799316406,-2.2673799991607666,-2.254927635192871,-2.4547996520996094,-2.0788943767547607,-1.1161422729492188,-0.6241518259048462
